Word;FR title;EN title;FR Indication;EN Indication;FR Definition;EN Definition
ibrutu * reḫimtu;ibrutu * reḫimtu;ibrutu * reḫimtu;amie , petite amie;girlfriend;;
ibrūtu , ebaruttu;ibrūtu , ebaruttu;ibrūtu , ebaruttu;[Vie morale → Sentiments];[Moral life → Feelings];: amitié , groupe d' associés , partenaires : amitié , partenariat , alliance;: friendship , group of partners : friendship , partnership , alliance
ibrūtu;ibrūtu;ibrūtu;"1) l'amitié ; 2) : un groupe d'associés / de partenaires ; 3) : l'amitié , le partenariat / l'association commerciale ;";"1) friendship ; 2) : a group of partners ; 3) : friendship , partnership / joint venture ;";Cf. ibru;Cf. ibru
ibsû;ibsû;ibsû;[Science → Mathématiques];[Science → Mathematics];"la racine carrée ;";"the square root ;"
ibšu , ipšu;ibšu , ipšu;ibšu , ipšu;[Humain → Sommeil];[Human → Sleep];: natte (de roseaux , de branches de palmiers ...);: mat (of palm fronds , reeds ...)
id ' umu;id ' umu;id ' umu;[Armée → Armes];[Army → Weapons];": (une -sorte de - lance / lancette / pique) ;";: ( a -kind of - lance / spear / pike )
ida naparkû *;ida naparkû *;ida naparkû *;abadonner quelqu' un , fausser compagnie à quelqu' un , déserter quelqu' un;to desert someone;Cf. maqātu;Cf. maqātu
idat simini * , ṣād simini *;idat simini * , ṣād simini *;idat simini * , ṣād simini *;[Temps];[Time];signal (de temps) , synchronisation;time-signal
idāʾu;idāʾu  ();idāʾu  ();;;→ edû;→ edû
iddanna , inadanna;iddanna , inadanna;iddanna , inadanna;si nécessaire , si besoin est , s' il y a lieu , en cas , au cas où , dans tous les cas;if necessary , at a pinch , in any case;Voir aussi : dannatu, dannatu šattim, dannatu kuṣṣim, dannatu ummatim;See also : dannatu, dannatu šattim, dannatu kuṣṣim, dannatu ummatim
iddāt aḫē ' iš;iddāt aḫē ' iš;iddāt aḫē ' iš;l' un après l' autre , à la queue leu-leu;one after the other , in line , down the line;Voir aussi : battatāia;See also : battatāia
iddāti;iddāti;iddāti;"1) après , ensuite , après coup , par la suite , subséquemment ; 2) d'où , par conséquent , alors / il s'ensuit que , c'est pourquoi ;";"1) afterwards , thereafter , subsequently ; 2) then , thence , accordingly , consequently , hence ;";Cf. dāt;Cf. dāt
iddû;iddû;iddû;[Nature → Minéraux];[Nature → Minerals];;
idē patû;idē patû;idē patû;[Armée → Guerre];[Army → War];"""ouvrir les bras"" , ""déployer la force"" / se préparer au combat ;";"""to open the arms"" / ""to open the strength / to get ready for battle"" ;"
Idiglat;Idiglat  [IDIGNA : ];Idiglat  [IDIGNA : ];[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];Tigre;Tigris
idīnu;idīnu  ();idīnu  ();[Lettres → Géographie];[Humanities → Geography];(sens obscur);(meaning unclear)
idiptu;idiptu;idiptu;[Ciel → Climat];[Sky → Climate];"1) : le vent , une rafale de vent , une bouffée , une bourrasque , une risée (?) ; 2) maladie de bétail ; 3) : démon causant une maladie au bétail (?) ;";"1) : wind , a gust of wind ; 2) illness of cattle ; 3) : a demon causing illness to cattle (?) ;"
idirtu;idirtu  ();idirtu  ();[Vie morale → Sentiments];[Moral life → Feelings];"la misère , les problèmes , la consternation , le désarroi , l'effarement , la tristesse ;";"misery , trouble , dismay ;"
idišam;idišam  ();idišam  ();[Lettres → Langage];[Humanities → Language];"écriture sur tablettes : côte à côte , en colonnes ;";"writing on tablest : side by side , in columns ;"
idu naparkû;idu naparkû;idu naparkû;"abandonner / lâcher quelqu'un , ne plus soutenir quelqu'un / déserter quelqu'un , laisser tomber quelqu'un ;";"to leave someone's side , to desert someone / to forsake someone / to stop supporting someone , to drop someone / to leave hanging on a line ;";Cf. idu, naparkû, lā naparkû;Cf. idu, naparkû, lā naparkû
idu;idu;idu;"1) à côté de
ina idi à côté de ; innidūʾa / iddūʾa à côté de moi, à mon côté, à mes côtés ; idu naparkû : quitter le côté de quelqu'un / lâcher / abandonner / laisser tomber ; ina iddi uzuzzu : se tenir aux côtés de quelqu'un ; 2) un bras ; idē patû : ""ouvrir les bras"" , ""déployer la force"" / se préparer au combat ; 3) le côté ; 4) la force ;";"1) (be)side
ina idi beside , at the side of ; innidūʾa / iddūʾa beside me, by my side, at my side ; idu naparkû : to leave someone's side / to drop / to forsake ; ina iddi uzuzzu : to stand by someone's side ; 2) an arm ; idē patû : ""to open the arms"" / ""to open the strength / to get ready for battle"" ; 3) the side , a side ; 4) strength ;";Cf. idišam, idu naparkû, innidi;Cf. idišam, idu naparkû, innidi
idû;idû;idû;[Humain → Parole];[Human → Speech];"(G) : connaître , savoir , être au courant de , avoir fait connaissance avec , vivre / faire l'expérience de / goûter à , connaître sexuellement ; ina lā idê : sans le savoir , a son insu , involontairement , sans le faire exprès ; (D) : faire savoir , annoncer , reconnaître , distinguer , identifier , marquer , indiquer , coter , inscrire ; (Š) : faire savoir , faire connaître quelque chose à quelqu'un -accusatif- , faire goûter quelque chose à quelqu'un , communiquer , reconnaître / admettre / avouer , concéder , annoncer ,déclarer , confesser , informer / instruire , communiquer , proclamer , rendre public , publier , professer , prétendre , faire profession de ; abullam š : montrer les portes de la ville à quelqu'un / le confiner en ville ; (Št) : se familiariser , s'habituer , faire connaissance , prendre connaissance ; (adjectif) : connu , reconnu , notoire ; [ina idû] : en connaissance de cause , en le sachant , délibérément , obstinément , exprès , intentionnellement , volontiers , volontairement , de son plein gré ; [ina lā idû] : sans le vouloir , involontairement , innocemment , sans le faire exprès , par inadvertance , accidentellement , fortuitement , sans intention de ... ; [lā idû] : inconnu , ignoré , anonyme (?) , étranger (non familier) ;";"(G) : to know , to be cognizant , to be acquainted with , to experience , to know sexually ; ina lā idê : unwittingly , unknowingly ; (D) : to let know , to announce , to recognize , to identify , to mark , to indicate , to point out , to pinpoint , to signify , to name (?) , to say , to inscribe (?) / to put down (?) ; (Š) : to acknowledge , to announce , to assert , to confess , to concede , to inform , to apprise , to make known , to proclaim , to profess , to state , to publicize + , to communicate , to convey , to cause to know , to acquaint someone with something-accusative- ; abullam š : to show someone the city gate / to confine to city ; : (Št) : to familiarize oneself , to familiarize , to get used to , to be / get acquainted , to make acquaintance ; (adjective) : known , famous (?) , notorious (?) ; [ina idû] : knowingly , wittingly , deliberately , obstinately (?) , ex professo , on purpose , intentionally , willfully , of one's own free will ; [ina lā idû] : unknowingly , unwittingly , innocently , without wanting to , unintentionally , inadvertently , accidentally , without meaning it ... ; [lā idû] : unknown , nameless (?) , anonymous (?) , stranger (non familiar) ;"
igāriš;igāriš  ();igāriš  ();"comme un mur / tel un mur ;";"like a wall ;";Cf. igāru, igartum;Cf. igāru, igartum
igartum;igartum  ();igartum  ();"un mur simple ;";"a single wall / a wall ;";Cf. ikartum, igāru;Cf. ikartum, igāru
igāru;"igāru  [É.GAR8 : , (I).IZ.ZI : , É.ZI : , SIG4.ZI : ]  (n. ; pl. f.)";"igāru  [É.GAR8 : , (I).IZ.ZI : , É.ZI : , SIG4.ZI : ]  (n. ; pl. f.)";[Ville → Bâtiments];[City → Buildings];"mur ; bord (bateau)";"wall ; side (boat)"
igiarû * , makṣupu *;igiarû * , makṣupu *;igiarû * , makṣupu *;[Art];[Art];calcul;calculation
igiarû *;igiarû *;igiarû *;[Art];[Art];calcul , problème mathématique;calculation , mathematical problem
igiarû;igiarû;igiarû;[Science → Mathématiques];[Science → Mathematics];"un problème mathématique ;";"a mathematical problem ;"
igibû;"igibû  (n. ; )";"igibû  (n. ; )";[Science → Mathématiques];[Science → Mathematics];inverse de l'igû;reciprocal of the igû
igigallu;igigallu  [IGI.GÁL : ]  (origine sumérienne);igigallu  [IGI.GÁL : ]  (Sumerian origin);"1) : la sagesse , un sage / un homme sage ; 2) : le sage épithète du roi, d'un dieu ; 3) : Alalakh: un fonctionnaire (?) ;";"1) : wisdom , a wise man ; 2) : the wise one epithet of god, king ; 3) : Alalakh: an official (?) ;";Cf. igigallūtu, igigallu, kigallu;Cf. igigallūtu, igigallu, kigallu
igigallūtu;igigallūtu  [IGI.GÁL : ]  ();igigallūtu  [IGI.GÁL : ]  ();"la sagesse ;";"wisdom ;";Cf. igigallūtu, igigallu, kigallu;Cf. igigallūtu, igigallu, kigallu
igigubbû;"igigubbû  [IGI.GUB.(BA) : ]  (n. ; )";"igigubbû  [IGI.GUB.(BA) : ]  (n. ; )";[Science → Mathématiques];[Science → Mathematics];coefficient;coefficient
igirû;"igirû  [ÍGIRA.MUŠEN : ]  ( ; [I5.GAR.MUŠEN : ])";"igirû  [ÍGIRA.MUŠEN : ]  ( ; [I5.GAR.MUŠEN : ])";[Animaux → Oiseaux];[Animals → Birds];"un héron , une cigogne (?) ;";"a heron , a stork (?) ;"
igisû *;"igisû *  [IGI.SA : ]  ( ; origine sumérienne )";"igisû *  [IGI.SA : ]  ( ; Sumerian origin )";"un présent / un cadeau pour le roi, les dieux, une contribution , une cotisation / une cote-part , la redevance annuelle des prêtres / marchands ;";"a present / a gift for the king, the gods , contribution , annual dues from priests/ merchants ;";;
igiu;igiu  ();igiu  ();[Science → Mathématiques];[Science → Mathematics];;
igizaggû;igizaggû;igizaggû;[Nature → Minéraux];[Nature → Minerals];pierre semi-précieuse;a semi-precious stone
igrē;igrē;igrē;[Industrie];[Industry];"un salaire ;";"wages ;"
igru;igru;igru;[Industrie];[Industry];"1) : un salaire pour ouvrier , la location de main d'œuvre ; 2) : un loyer pour louer une maison, un bateau, un entrepôt / magasin ;";"1) : hire , wages for a worker ; 2) : rent for a house, a boat, a store ;"
igû;igû  [IGI : ]  (n.);igû  [IGI : ]  (n.);"oeil ; inverse (d'un nombre) (Mathématiques)";"eye ; reciprocal (of a number) (Mathematics)";Cf. igibû;Cf. igibû
igulû;igulû  [Ì.GU.LA : ]  (origine sumérienne);igulû  [Ì.GU.LA : ]  (Sumerian origin);[Humain → Hygiène];[Human → Hygiene];pommade raffinée , crème fine , baume , onguent , huile;fine ointment , oil
iḫenunnakku;iḫenunnakku  (origine sumérienne);iḫenunnakku  (Sumerian origin);[Ville → Bâtiments];[City → Buildings];: huile d'abondance , huile précieuse (pour porte);: oil of plenty , precious oil (for door)
iḫzēti *;iḫzēti *;iḫzēti *;[Art];[Art];décoration incrustée , supports de décoration;decorative inlay , mountings
iḫzētu;iḫzētu  [U.GÙN : ]  ();iḫzētu  [U.GÙN : ]  ();[Art];[Art];"sur vêtements, métal, pierre :une incrustation décorative / un encastrement décoratif , la marqueterie (?) , le damasquinage (?) , la garniture de clous ... ;";"on garment, metalwork, stone : decorative inlay , studding ;"
iḫzu;iḫzu  [NÍG.ZU : ]  ();iḫzu  [NÍG.ZU : ]  ();[Education];[Education];"1) pour artisans, chanteurs ... : l'enseignement , l'apprentissage , l'éducation ; 2) pluriel : les instructions , les préceptes ; 3) souvent au pluriel; orfèvrerie : la monture pour une pierre précieuse ;";"1) for craftsmen, singers ... : learning , education ; 2) plural : instructions , precepts ; 3) often plural; jewelry : the setting / the mount for a precious stone ;"
ikartum;ikartum  ();ikartum  ();"= igartum : un mur / un simple mur ;";"= igartum : a wall ;";Cf. igāriš, igāru;Cf. igāriš, igāru
ikiltu;ikiltu;ikiltu;;;→ iklu (2);→ iklu (2)
ikimtu;"ikimtu  (n. f. ; )";"ikimtu  (n. f. ; )";[Religion → Divination];[Religion → Divination];partie atrophiée;atrophied part
ikīsu;ikīsu;ikīsu;[Humain → Famille];[Human → Family];"un beau-frère , l' époux de la sœur de l'épouse ;";"husband of wife' s sister , brother-in-law ;"
ikkanû;ikkanû  (pronom possessif 2ème personne pluriel (masculin seulement ???));ikkanû  (2nd person possessive pronoun (masculine only ????));le vôtre, les vôtres;yours;;
ikkānû;ikkānû;ikkānû;": possesseur pluriel : votre / vos , le vôtre / les vôtres , à vous ;";": plural owner : your , yours ;";Cf. ikkû, kû;Cf. ikkû, kû
ikkāru;ikkāru;ikkāru;[Campagne → Agriculture];[Country → Agriculture];"fermier , paysan , agriculteur , campagnard , homme de la terre , un laboureur ;";"farmer , peasant , yeoman , a ploughman / plowman ;"
ikkêm , akkīam;ikkêm , akkīam  ( : akkīam : ikkêm);ikkêm , akkīam  ( : akkīam : ikkêm);par conséquent , d'où , en conséquence;hence , in consequence;Voir aussi : kīam, akia, kīaššu;See also : kīam, akia, kīaššu
ikkibu;"ikkibu  [NÍG.GIG : ]  ( ; origine sumérienne)";"ikkibu  [NÍG.GIG : ]  ( ; Sumerian origin)";[Religion];[Religion];"1) objet, action ; un tabou / un interdit ; ikkibu ili nom de divinité ; un anathème envers une divinité ; ikkibu akālu : a) enfreindre un tabou / casser un tabou , b) subir les conséquences d'avoir enfreint un tabou / supporter les conséquences / payer pour avoir enfreint un tabou , c) une punition divine / un malheur ; 2) un objet sanctifié, réservé, préservé pour ou propriété d'une divinité, d'un roi ... : un privilège ; lū ikkibkunu : que cela te soit un tabou / considère que c'est tabou pour toi ;";"1) objet, action ; a taboo / a prohibition touching religion or government ; ikkibu ili nom de divinité ; anathema to a deity ; ikkibu akālu : a) to break a taboo , b) to experience the resultss of breaking a taboo / to suffer for infringing a taboo , c) a misfortune ; 2) something preserved, protected by a deity / a king... : a privilege ; lū ikkibkunu : let it be a taboo to you ;"
ikku;ikku;ikku;[Vie morale → Sentiments];[Moral life → Feelings];"humeur , tempérament , caractère , attitude ; karû ikki : mauvaise humeur ; nummur kabatti : humeur joyeuse ;";"temper , mood ; karû ikki : bad mood ; nummur kabatti : happy mood ;"
ikkû;ikkû  (pronom possessif singulier 2ème personne);ikkû  (singular possessive pronoun 2nd person);"le tien , la tienne ;";"thine, yours ;";Cf. ikkānû;Cf. ikkānû
iklu (2);iklu (2);iklu (2);"1) de maladie, de prédateur ... : une victime ; 2) : une victime d'animal ; féminin : ikiltu ;";"1) of a disease, a predator ... : a victim ; 2) : a victim of an animal ; feminine : ikiltu ;";Variantes : ikiltu;Variants : ikiltu
ikrību;ikrību   [SÙD : , SISKUR2 : ];ikrību   [SÙD : , SISKUR2 : ];[Religion];[Religion];prière ,oraison , consécration , bénédiction [ikrību qabû / šemû / leqû] : dire / entendre / accepter une prière [ša ikrību] : un suppliant , un prieur [bīt ikrību] : maison de prière , temple : (pluriel) offrandes votives , bénédictions (par une personne pour un dieu, le roi afin qu'il ait une longue vie ...);prayer , dedication , blessing [ikrību qabû / šemû / leqû] : to say / to hear / to accept a prayer [ša ikrību] : a supplicant [bīt ikrību] : house of prayer , temple : (plural) votive gifts , blessing (by person on a deity / king for long life ...)
ikribu;ikribu;ikribu;[Religion];[Religion];bénédiction , prière , dédicace , inauguration;blessing , prayer , dedication
ikû (1);ikû (1)  [IKU : ];ikû (1)  [IKU : ];[Mesures → Surface];[Measures → Area];"1) un ""champ cultivé"" ; 2) (surface de 100 musarû = env. 3600 m²) , aussi : [AŠ.IKU : ] ; 3) : mesure de volume : une coudée X un ""ikû"" ; 4) aussi : (mesure linéaire) ;";"1) : a ""cultivated field"" ; 2) (an area of 100 musarû = approx. 3600 m²) ; also : [AŠ.IKU : ] ; 3) : a volume measure : one cubit X one ""ikû"" ; 4) also : (a linear measure) ;"
ikû (2);ikû (2)   [MUL.AŠ.IKU : ]  (origine sumérienne);ikû (2)   [MUL.AŠ.IKU : ]  (Sumerian origin);[Ciel → Astronomie → Constellations];[Sky → Astronomy → Constellations];"Pégase ;";"Pegasus ;"
īku;īku;īku;[Campagne → Agriculture];[Country → Agriculture];barrage , fossé;dyke , ditch
ilā ' u;ilā ' u;ilā ' u;[Religion];[Religion];;
ilāni ētapšū;ilāni ētapšū;ilāni ētapšū;"accidentellement / par accident , malencontreusement , par erreur , sans le vouloir / inintentionnellement ;";"accidentally , not deliberately , mistakenly ;";Voir aussi : lā amru, ina lā minâtīšu;See also : lā amru, ina lā minâtīšu
ildakku;"ildakku  [GIŠ.ILDAG2 : ]  (n. ; )";"ildakku  [GIŠ.ILDAG2 : ]  (n. ; )";[Campagne → Arbres];[Country → Trees];peuplier blanc;white poplar
ildu;ildu  [TA : ]  ( : : issu);ildu  [TA : ]  ( : : issu);[Lettres → Géographie];[Humanities → Geography];depuis , en provenance de , émanant de , après , par la suite 1) [ildu X adi Y] : de X à Y (lieu) , depuis X jusqu' à Y (temps) 2)ildu + infinitif : après avoir .... 3) : [ultu ramnikunu]: toi tout seul , vous tout seul(s) 4) iltu muḫḫi B conj + subjontif : depuis , quand , dès que , depuis que , à cause de , parce que;from , out of , since , after 1) [ildu X adi Y] : from X to Y (place) , from X till Y (time) 2)ildu + infinitif : after having .... 3) : [ultu ramnikunu]: on your own 4) iltu muḫḫi B conj + subjontif : since , after , when , as soon as , because
iliš;iliš;iliš;;;→ eliš;→ eliš
ilittu;ilittu;ilittu;[Humain → Famille];[Human → Family];"1) la naissance ; 2) la progéniture , un rejeton , un scion , un descendant , un moutard , un môme , un gosse , un galopin , un enfant ; 3) une engeance , la descendance , une souche / une lignée / une famille / une origine , une couvée (?) , une nichée (?) ; lēp šarrūti : ascendance royale / descendance royale ;";"1) birth , nativity ; 2) an offspring , a scion , a descendant , a brat , an urchin ; 3) a brood , a descent , a stock / an origin ; lēp šarrūti : royal descent ;"
ilkakātu;ilkakātu;ilkakātu;"1) : les actions , les actes , les agissements , les activités , les manières , les façons , la manière d'agir / le comportement / la conduite ; 2) pluriel secondaire de ilku (1): : paiements séparés de ilku (1) , des corvées , des périodes de service militaire ou pour le temple , des contributions de substitution à ces services ;";"1) : actions / deeds , activities , manners / behaviour / behavior / conduct , ways ; 2) secondary plural of ilku (1): : separate payments of ilku (1) service , periods of military / state or temple service , contributions in lieu of such services ;";Cf. alkakātu, ilku (1), alāku;Cf. alkakātu, ilku (1), alāku
ilku (1);ilku (1);ilku (1);"1) : le service d'état , une corvée pour l'état ; 2) : le service militaire , service d'host , le service civil pour l'état , une mission particulière / un service pour le compte de l'état , une astreinte ; 3) : le service / les corvées pour le temple ; ilku(m) alākum : effectuer un service / une corvée ; ilik šarri : le service du roi ; : kasap ilku : l'argent payé en compensation d'une exemption de ""ilku"" ; 4) : ilku-""pays"" / bīt ilku : le lieu où s'effectue ce service / cette corvée ; ilku aḫûm : un étranger exécutant une telle corvée ;";"1) : service for the state / state-service ; 2) : military service , civilian service for the state , an assignment for the state ; 3) : service for the temple / temple-service ; ilku(m) alākum : to perform an ""ilku"" ; ilik šarri : royal service ; : kasap ilku : silver paid in lieu of an ""ilku"" ; 4) : ilku-""land"" / bīt ilku : the place where the ""ilku"" is performed ; ilku aḫûm : an alien performing an ""ilku""un étranger exécutant une telle corvée ;";Cf. ilkakātu, ilku (1), pilku (2), ālik ilki;Cf. ilkakātu, ilku (1), pilku (2), ālik ilki
illilūtu;illilūtu;illilūtu;[Religion];[Religion];suprématie divine;divine supremacy
illitu , talittu;illitu , talittu;illitu , talittu;naissance, mise au monde;birth;Cf. alādu *, bašû (Š), ulādu;Cf. alādu *, bašû (Š), ulādu
illûmi;illûmi;illûmi;;;→ allû (2);→ allû (2)
illūri;illūri;illūri;[Vie morale → Sentiments];[Moral life → Feelings];hourra !;hurrah !
illurtu;illurtu;illurtu;[Justice];[Legal];"une menotte ;";"a manacle ;"
illutu *;illutu *;illutu *;[Humain → Famille];[Human → Family];famille;family
illutu;"illutu   [ILLAT : ]  (ellatu , illatu , illitu , allatu , : ellutu ; ; statif : ella/et ;)";"illutu   [ILLAT : ]  (ellatu , illatu , illitu , allatu , : ellutu ; ; stative : ell/et ;)";[Armée];[Army];"1) bande , groupe , armée , famille , clan , troupes ennemies , bande de maraudeurs de soldats , un tas ( d'imbéciles) ; aussi : dieu du clan ; illutu suppuḫu : disperser une bande ; 2) une paire (d'animaux de trait) , une meute de chiens , une harde -cervidés- (?) , une horde -loups (?) , un troupeau -animaux sauvages- (?) ; 3) : une caravane (de commerce) ; 4) illutu eqli : : (une mauvaise herbe) ;";"1) band , group , party of people , host , family group , clan army , enemy troops ; also : god of the clan ; illutu suppuḫu : to scatter a band ; 2) a team (of draft animals) , a pack (of dogs, lions ...) , a herd -of wild animals- (?) ; 3) : a trading caravan ; 4) illutu eqli : : (a weed) ;"
ilmušu;ilmušu  ();ilmušu  ();[Nature → Minéraux];[Nature → Minerals];;
ilṣu, nummur pāni, rīšātu, rīštu;ilṣu, nummur pāni, rīšātu, rīštu;ilṣu, nummur pāni, rīšātu, rīštu;[Vie morale → Sentiments];[Moral life → Feelings];joie, bonheur;joy, happiness
iltānānu;iltānānu  ();iltānānu  ();;;→ ištānānu;→ ištānānu
iltānu;iltānu;iltānu;[Lettres → Géographie];[Humanities → Geography];"le nord-ouest ;";"Northwest ;"
iltēnīsu;iltēnīsu  ();iltēnīsu  ();"pour la première fois ;";"for the first time ;";Cf. ištēn, ištēnīšu;Cf. ištēn, ištēnīšu
iltēniš *;iltēniš *;iltēniš *;(tous) ensemble , à l' unisson , comme une personne;together , as one person;Voir aussi : iltēt *, issēn, issēt, iltēnšu *, issēniš;See also : iltēt *, issēn, issēt, iltēnšu *, issēniš
iltēnšerû;iltēnšerû  ();iltēnšerû  ();[Nombres];[Numbers];;
iltēnšu, māla, ittēltu, qanni;iltēnšu, māla, ittēltu, qanni;iltēnšu, māla, ittēltu, qanni;une fois;once;Cf. ištēn;Cf. ištēn
iltēt * , issēn , issēt;iltēt * , issēn , issēt;iltēt * , issēn , issēt;[Nombres];[Numbers];"un , une , 1 ;";"one , 1 ;"
ilti;ilti;ilti;[Temps];[Time];;
iltu (2);"iltu (2)  [IN.RI : ]  ( ; aussi [IN.NU.RI : ])";"iltu (2)  [IN.RI : ]  ( ; also [IN.NU.RI : ])";[Campagne → Agriculture];[Country → Agriculture];"la balle de son , l'enveloppe du grain ;";"chaff , husk , spikelet / awn of grain ;"
iltu;iltu;iltu;[Religion];[Religion];déesse;goddess
ilu išû;ilu išû;ilu išû;[Religion];[Religion];avoir de la chance , être chanceux , avoir de la veine , avoir du pot;to be lucky , to have luck
ilu;"ilu  [DINGIR : ]  (n. ; pl. ilū, ilānu)";"ilu  [DINGIR : ]  (n. ; pl. ilū, ilānu)";[Religion];[Religion];"dieu , divinité ; bēt ilāni : la maison des dieux ; il āli : le dieu de la ville / cité ; ilānû : favorisé des dieux , chéri des dieux , protégé des dieux ; ilu rabiu : un grand dieu ; illil: le plus grand des dieux / le dieu suprême / le dieu des dieux ; bēt ili : la maison du dieu ; ṣalam ili : l'image du dieu ; angubbû : un dieu de haut rang / important ; ilu mušallimu : un dieu tutélaire ; iltu / ištāru : une déesse ; ilūtu : la divinité / le fait d'être un dieu ; ša lā ilāni : sans foi , impie ; (ša) kī ili : divin ; nūrtānu : comme Ninurta / divin ; (ša) ili : religieux , pieux , dévôt , croyant (?) ; ilāni : les dieux ; ilumma ! : par dieu ! palāḫu : servir (un dieu) ; šār ilāni : l'esprit des dieux ;";"god , deity ; bēt ilāni : the house of gods ; il āli : the god of the city / city god ; ilānû : favored by the gods ; ilu rabiu : a great god ; illil: the highest god / the supreme god / the god of gods ; bēt ili : the house of the god ; ṣalam ili : the image of the god ; angubbû : a standing god ; ilu mušallimu : a tutelary god ; iltu / ištāru : a goddess ; ilūtu : divinity / being a god ; ša lā ilāni : godless , impious , ungodly ; (ša) kī ili : godlike , divine ; nūrtānu : like Ninurta / divine ; (ša) ili : godly , pious , devout , believer (?) ; ilāni : the gods ; ilumma ! : by God ! palāḫu : to serve (a god) ; šār ilāni : l'esprit des dieux ;"
ilû;ilû;ilû;;;→ elû;→ elû
ilumma;ilumma;ilumma;par Dieu !;by God !;Voir aussi : ilu;See also : ilu
im - magāni;im - magāni;im - magāni;[Commerce];[Trade];"sans frais , sans rien avoir à payer , gratis ;";"without expense , free of charge / for free ;"
im-magāni;im-magāni;im-magāni;[Commerce];[Trade];"gratuitement , gratuit , offert (sans payer) ;";"gratis / free , complimentary ;"
im-matēma;im-matēma;im-matēma;[Temps];[Time];"toujours , chaque fois ;";"always , every time / whenever , ever ;"
im-matimēni;im-matimēni;im-matimēni;[Temps];[Time];"toujours ;";"always , ever ;"
imār bilti;imār bilti;imār bilti;[Animaux → Domestiques];[Animals → Domestic];"un âne bâté , un âne de bât , un âne de transport ;";"a pack-ass , a pack-donkey ;"
imāru;imāru  (cf. Hebrew homer);imāru  (cf. Hebrew homer);[Mesures → Surface];[Measures → Area];"1) surface d' environ 1,8 hectare (= 100 qû) ; 2) un âne ;";"1) an area of about 1.8 hectare (= 100 qû) ; 2) a donkey , a jackass ;"
imāru;imāru  (cf. Hebrew homer);imāru;[Mesures → Surface];[Measures → Capacity];"1) surface d' environ 1,8 hectare (= 100 qû) ; 2) un âne ;";capacity of 100 l
imāru;imāru  (cf. Hebrew homer);imāru;[Mesures → Surface];[Animals];"1) surface d' environ 1,8 hectare (= 100 qû) ; 2) un âne ;";
imāru;imāru;imāru  (cf. Hebrew homer);[Mesures → Capacité];[Measures → Area];capacité de 100 l;"1) an area of about 1.8 hectare (= 100 qû) ; 2) a donkey , a jackass ;"
imāru;imāru;imāru;[Mesures → Capacité];[Measures → Capacity];capacité de 100 l;capacity of 100 l
imāru;imāru;imāru;[Mesures → Capacité];[Animals];capacité de 100 l;
imāru;imāru;imāru  (cf. Hebrew homer);[Animaux];[Measures → Area];;"1) an area of about 1.8 hectare (= 100 qû) ; 2) a donkey , a jackass ;"
imāru;imāru;imāru;[Animaux];[Measures → Capacity];;capacity of 100 l
imāru;imāru;imāru;[Animaux];[Animals];;
imbāriš;imbāriš;imbāriš;[Ciel → Climat];[Sky → Climate];comme un brouillard , comme un nuage , comme une nuée;like a fog , like a cloud
imbāru;imbāru  [MURU9 : ]  ();imbāru  [MURU9 : ]  ();[Ciel → Climat];[Sky → Climate];"la brouillard , la brume , la pluie fine ;";"fog , mist , fine drizzle ;"
imbû;imbû;imbû;[Lettres → Géographie → Rivières];[Humanities → Geography → Rivers];"1) : fibre de dattier ; 2) imbû tâmti / [NA4.KA.A.AB.BA : ] : les algues marines , les détritus sur la mer / l'eau ; 3) : commerce : origine sumérienne : perte de grain , =ibbûm (2) ; 4) un déficit ;";"1) : fibre of the date-palm ; 2) imbû tâmti / [NA4.KA.A.AB.BA : ] : algae , seaweed , scum on the sea ; 3) : commerce : Sumerian origine : loss of grain , =ibbûm (2) ; 4) a deficit ;"
imēru;"imēru  [ANŠE : , DÙR : ]  (n. ; [ANŠE.NITA : ])";"imēru  [ANŠE : , DÙR : ]  (n. ; [ANŠE.NITA : ])";[Animaux → Domestiques];[Animals → Domestic];"1) un âne ; ša imēru: un conducteur d'âne ; imēru šamê : un ""âne des cieux / du ciel"" oiseau ; imēru ḫašî(m) : un poumon d'âne partie de foie ; imēru ellepi : partie d'un navire ; imēru yāsibi : une partie d'un bélier pour enfoncer une porte ; 2) : une figurine d'âne ; 3) mesure de capacité : le bât d'un âne / le chargement d'un âne ; 4) mesure de surface ;";"1) a donkey , a jackass ; ša imēru: a donkey driver ; imēru šamê : a ""donkey of the skies / sky"" a bird ; imēru ḫašî(m) : a donkey lung part of liver ; imēru ellepi : part of a ship ; imēru yāsibi : part of a battering-ram ; 2) : a figurine of a donkey ; 3) measure of capacity : a donkey-load ; 4) a measure of area ;"
imērūtum;imērūtum  [ANŠE.ḪI.A : ]  ();imērūtum  [ANŠE.ḪI.A : ]  ();[Transport → Terrestre];[Transport → Surface];"un lot d'ânes ;";"a donkey stock ;"
imḫur-ešrā;imḫur-ešrā  [Ú.IGI.20 : ]  ();imḫur-ešrā  [Ú.IGI.20 : ]  ();[Campagne → Plantes];[Country → Plants];"une plante grimpante , ""elle résiste à vingt maladies"" ;";"a medicinal plant , it withstands twenty ailments ;"
imḫur-līm;imḫur-līm  [Ú.IGI.LIM : ];imḫur-līm  [Ú.IGI.LIM : ];"une plante médicinale , ""elle résiste à mille maladies"" ;";"a medicinal plant , it withstands a thousand ailments ;";Cf. imḫur-ešrā;Cf. imḫur-ešrā
